dataid,local_15min,air1,air2,air3,airwindowunit1,aquarium1,bathroom1,bathroom2,bedroom1,bedroom2,bedroom3,bedroom4,bedroom5,battery1,car1,car2,circpump1,clotheswasher1,clotheswasher_dryg1,diningroom1,diningroom2,dishwasher1,disposal1,drye1,dryg1,freezer1,furnace1,furnace2,garage1,garage2,grid,heater1,heater2,heater3,housefan1,icemaker1,jacuzzi1,kitchen1,kitchen2,kitchenapp1,kitchenapp2,lights_plugs1,lights_plugs2,lights_plugs3,lights_plugs4,lights_plugs5,lights_plugs6,livingroom1,livingroom2,microwave1,office1,outsidelights_plugs1,outsidelights_plugs2,oven1,oven2,pool1,pool2,poollight1,poolpump1,pump1,range1,refrigerator1,refrigerator2,security1,sewerpump1,shed1,solar,solar2,sprinkler1,sumppump1,utilityroom1,venthood1,waterheater1,waterheater2,wellpump1,winecooler1,leg1v,leg2v
3488,2019-06-25 00:15:00-05,0.0,,,,,0.001,,,,,,,,,,,0.0,,,,,,0.0,,,0.773,,,,0.971,,,,,,,,,0.0,0.004,,,,,,,,,,,,,,,,,,,,,0.026,,,,,-0.003,,,,,0.005,-0.001,,,,122.49,123.183
3488,2019-06-25 00:00:00-05,0.0,,,,,0.001,,,,,,,,,,,0.0,,,,,,0.001,,,0.773,,,,1.073,,,,,,,,,0.0,0.004,,,,,,,,,,,,,,,,,,,,,0.026,,,,,-0.003,,,,,0.005,-0.001,,,,122.518,123.103
5997,2019-06-25 01:45:00-05,,,,,,0.001,,,,,,,,,,,0.0,,,,0.0,,0.0,,,,,0.004,,0.429,,,,,,,,,0.108,,0.027,,,,,,,,0.002,,,,,,,,,,,,,,,,,-0.01,,,,0.22,,0.0,,,,122.868,123.393
5997,2019-06-25 01:30:00-05,,,,,,0.001,,,,,,,,,,,0.0,,,,0.0,,0.0,,,,,0.003,,0.338,,,,,,,,,0.031,,0.027,,,,,,,,0.002,,,,,,,,,,,,,,,,,-0.003,,,,0.213,,0.0,,,,122.662,123.087
5997,2019-06-25 01:15:00-05,,,,,,0.001,,,,,,,,,,,0.0,,,,0.0,,0.0,,,,,0.004,,0.332,,,,,,,,,0.002,,0.027,,,,,,,,0.002,,,,,,,,,,,,,,,,,-0.003,,,,0.221,,0.001,,,,122.637,123.026
5997,2019-06-25 01:00:00-05,,,,,,0.001,,,,,,,,,,,0.0,,,,0.0,,0.0,,,,,0.003,,0.499,,,,,,,,,0.043,,0.027,,,,,,,,0.002,,,,,,,,,,,,,,,,,-0.003,,,,0.281,,0.001,,,,122.181,122.805
3488,2019-06-25 01:45:00-05,0.0,,,,,0.0,,,,,,,,,,,0.0,,,,,,0.0,,,0.238,,,,0.517,,,,,,,,,0.0,0.004,,,,,,,,,,,,,,,,,,,,,0.058,,,,,-0.003,,,,,0.005,0.0,,,,122.86,123.219
3488,2019-06-25 01:30:00-05,0.0,,,,,0.0,,,,,,,,,,,0.0,,,,,,0.0,,,0.606,,,,0.925,,,,,,,,,0.0,0.004,,,,,,,,,,,,,,,,,,,,,0.084,,,,,-0.003,,,,,0.005,-0.001,,,,122.367,122.982
3488,2019-06-25 01:15:00-05,0.0,,,,,0.001,,,,,,,,,,,0.0,,,,,,0.001,,,0.77,,,,0.983,,,,,,,,,0.001,0.004,,,,,,,,,,,,,,,,,,,,,0.012,,,,,-0.003,,,,,0.005,-0.001,,,,122.18,122.668
3488,2019-06-25 01:00:00-05,0.0,,,,,0.0,,,,,,,,,,,0.0,,,,,,0.001,,,0.768,,,,1.058,,,,,,,,,0.0,0.004,,,,,,,,,,,,,,,,,,,,,0.035,,,,,-0.003,,,,,0.005,-0.001,,,,121.958,122.673
3488,2019-06-29 15:45:00-05,1.855,,,,,0.0,,,,,,,,,,,0.0,,,,,,0.001,,,0.734,,,,2.1,,,,,,,,,0.002,0.004,,,,,,,,,,,,,,,,,,,,,0.105,,,,,1.346,,,,,0.004,0.388,,,,121.54,121.516
3488,2019-06-29 15:30:00-05,0.0,,,,,0.0,,,,,,,,,,,0.0,,,,,,0.0,,,0.231,,,,0.237,,,,,,,,,0.0,0.004,,,,,,,,,,,,,,,,,,,,,0.103,,,,,0.881,,,,,0.005,0.347,,,,121.609,121.26
3488,2019-06-29 15:15:00-05,0.973,,,,,0.0,,,,,,,,,,,0.0,,,,,,0.001,,,0.553,,,,1.613,,,,,,,,,0.0,0.004,,,,,,,,,,,,,,,,,,,,,0.102,,,,,0.475,,,,,0.005,0.07,,,,121.695,121.443
3488,2019-06-29 15:00:00-05,1.975,,,,,0.0,,,,,,,,,,,0.0,,,,,,0.001,,,0.759,,,,1.765,,,,,,,,,0.0,0.005,,,,,,,,,,,,,,,,,,,,,0.107,,,,,1.465,,,,,0.004,-0.001,,,,121.009,121.232
3488,2019-06-25 02:45:00-05,0.0,,,,,0.001,,,,,,,,,,,0.0,,,,,,0.001,,,0.772,,,,1.042,,,,,,,,,0.001,0.004,,,,,,,,,,,,,,,,,,,,,0.005,,,,,-0.003,,,,,0.004,-0.001,,,,122.438,123.382
3488,2019-06-25 02:30:00-05,0.0,,,,,0.0,,,,,,,,,,,0.0,,,,,,0.0,,,0.237,,,,0.504,,,,,,,,,0.0,0.004,,,,,,,,,,,,,,,,,,,,,0.078,,,,,-0.003,,,,,0.005,0.0,,,,122.599,122.997
3488,2019-06-25 02:15:00-05,0.0,,,,,0.0,,,,,,,,,,,0.0,,,,,,0.0,,,0.237,,,,0.546,,,,,,,,,0.0,0.004,,,,,,,,,,,,,,,,,,,,,0.067,,,,,-0.003,,,,,0.005,0.0,,,,122.567,122.811
3488,2019-06-25 02:00:00-05,0.0,,,,,0.001,,,,,,,,,,,0.0,,,,,,0.0,,,0.238,,,,0.453,,,,,,,,,0.001,0.004,,,,,,,,,,,,,,,,,,,,,0.005,,,,,-0.003,,,,,0.004,0.0,,,,122.713,122.985
5997,2019-06-25 02:45:00-05,,,,,,0.001,,,,,,,,,,,0.0,,,,0.0,,0.0,,,,,0.004,,0.483,,,,,,,,,0.09,,0.027,,,,,,,,0.002,,,,,,,,,,,,,,,,,-0.003,,,,0.265,,0.001,,,,123.076,123.459
5997,2019-06-25 02:30:00-05,,,,,,0.001,,,,,,,,,,,0.0,,,,0.0,,0.0,,,,,0.003,,0.516,,,,,,,,,0.061,,0.027,,,,,,,,0.002,,,,,,,,,,,,,,,,,-0.003,,,,0.278,,0.001,,,,122.728,123.184
5997,2019-06-25 02:15:00-05,,,,,,0.001,,,,,,,,,,,0.0,,,,0.0,,0.0,,,,,0.004,,0.416,,,,,,,,,0.002,,0.027,,,,,,,,0.002,,,,,,,,,,,,,,,,,-0.003,,,,0.295,,0.001,,,,122.71,123.076
5997,2019-06-25 02:00:00-05,,,,,,0.001,,,,,,,,,,,0.0,,,,0.0,,0.0,,,,,0.004,,0.39,,,,,,,,,0.015,,0.027,,,,,,,,0.002,,,,,,,,,,,,,,,,,-0.003,,,,0.281,,0.0,,,,122.763,123.169
5997,2019-06-25 03:45:00-05,,,,,,0.001,,,,,,,,,,,0.0,,,,0.0,,0.0,,,,,0.083,,0.52,,,,,,,,,0.058,,0.027,,,,,,,,0.002,,,,,,,,,,,,,,,,,-0.01,,,,0.281,,0.0,,,,122.545,123.031
5997,2019-06-25 03:30:00-05,,,,,,0.001,,,,,,,,,,,0.0,,,,0.0,,0.0,,,,,0.003,,0.402,,,,,,,,,0.092,,0.027,,,,,,,,0.002,,,,,,,,,,,,,,,,,-0.003,,,,0.216,,0.0,,,,122.754,123.106
5997,2019-06-25 03:15:00-05,,,,,,0.001,,,,,,,,,,,0.0,,,,0.0,,0.0,,,,,0.004,,0.347,,,,,,,,,0.002,,0.027,,,,,,,,0.002,,,,,,,,,,,,,,,,,-0.003,,,,0.249,,0.0,,,,123.05,123.331
5997,2019-06-25 03:00:00-05,,,,,,0.001,,,,,,,,,,,0.0,,,,0.0,,0.0,,,,,0.004,,0.316,,,,,,,,,0.002,,0.027,,,,,,,,0.002,,,,,,,,,,,,,,,,,-0.003,,,,0.219,,0.0,,,,123.108,123.358
3488,2019-06-25 03:45:00-05,0.0,,,,,0.001,,,,,,,,,,,0.0,,,,,,0.001,,,0.77,,,,1.038,,,,,,,,,0.001,0.004,,,,,,,,,,,,,,,,,,,,,0.005,,,,,-0.003,,,,,0.004,-0.001,,,,122.046,122.919
3488,2019-06-25 03:30:00-05,0.0,,,,,0.001,,,,,,,,,,,0.0,,,,,,0.001,,,0.771,,,,0.978,,,,,,,,,0.0,0.004,,,,,,,,,,,,,,,,,,,,,0.032,,,,,-0.003,,,,,0.005,-0.001,,,,122.161,123.027
3488,2019-06-25 03:15:00-05,0.0,,,,,0.0,,,,,,,,,,,0.0,,,,,,0.0,,,0.773,,,,1.141,,,,,,,,,0.0,0.004,,,,,,,,,,,,,,,,,,,,,0.085,,,,,-0.003,,,,,0.005,-0.001,,,,122.244,123.253
3488,2019-06-25 03:00:00-05,0.0,,,,,0.001,,,,,,,,,,,0.0,,,,,,0.0,,,0.777,,,,0.984,,,,,,,,,0.0,0.004,,,,,,,,,,,,,,,,,,,,,0.035,,,,,-0.003,,,,,0.005,-0.001,,,,122.452,123.236
3488,2019-06-25 04:45:00-05,0.0,,,,,0.0,,,,,,,,,,,0.0,,,,,,0.0,,,0.771,,,,1.048,,,,,,,,,0.0,0.004,,,,,,,,,,,,,,,,,,,,,0.042,,,,,-0.004,,,,,0.005,-0.001,,,,122.091,122.793
3488,2019-06-25 04:30:00-05,0.0,,,,,0.001,,,,,,,,,,,0.0,,,,,,0.001,,,0.767,,,,0.984,,,,,,,,,0.001,0.004,,,,,,,,,,,,,,,,,,,,,0.005,,,,,-0.003,,,,,0.005,-0.001,,,,121.714,122.482
3488,2019-06-25 04:15:00-05,0.0,,,,,0.0,,,,,,,,,,,0.0,,,,,,0.0,,,0.77,,,,1.08,,,,,,,,,0.0,0.004,,,,,,,,,,,,,,,,,,,,,0.068,,,,,-0.003,,,,,0.005,-0.001,,,,122.066,123.007
3488,2019-06-25 04:00:00-05,0.0,,,,,0.0,,,,,,,,,,,0.0,,,,,,0.0,,,0.764,,,,1.034,,,,,,,,,0.0,0.004,,,,,,,,,,,,,,,,,,,,,0.078,,,,,-0.003,,,,,0.005,-0.001,,,,121.466,122.281
5997,2019-06-25 04:45:00-05,,,,,,0.001,,,,,,,,,,,0.0,,,,0.0,,0.0,,,,,0.085,,0.55,,,,,,,,,0.031,,0.019,,,,,,,,0.002,,,,,,,,,,,,,,,,,-0.006,,,,0.259,,0.001,,,,122.416,122.811
5997,2019-06-25 04:30:00-05,,,,,,0.001,,,,,,,,,,,0.0,,,,0.0,,0.0,,,,,0.087,,0.793,,,,,,,,,0.113,,0.024,,,,,,,,0.002,,,,,,,,,,,,,,,,,-0.123,,,,0.297,,0.0,,,,122.133,122.623
5997,2019-06-25 04:15:00-05,,,,,,0.001,,,,,,,,,,,0.0,,,,0.0,,0.0,,,,,0.089,,0.712,,,,,,,,,0.024,,0.027,,,,,,,,0.002,,,,,,,,,,,,,,,,,-0.092,,,,0.279,,0.001,,,,122.705,123.066
5997,2019-06-25 04:00:00-05,,,,,,0.0,,,,,,,,,,,0.0,,,,0.0,,0.0,,,,,0.093,,1.258,,,,,,,,,0.648,,0.027,,,,,,,,0.002,,,,,,,,,,,,,,,,,-0.003,,,,0.297,,0.001,,,,121.441,122.475
3488,2019-06-25 05:45:00-05,0.0,,,,,0.0,,,,,,,,,,,0.0,,,,,,0.001,,,0.774,,,,1.296,,,,,,,,,0.0,0.005,,,,,,,,,,,,,,,,,,,,,0.083,,,,,-0.005,,,,,0.005,-0.001,,,,122.402,122.88
3488,2019-06-25 05:30:00-05,0.0,,,,,0.001,,,,,,,,,,,0.0,,,,,,0.001,,,0.77,,,,1.056,,,,,,,,,0.0,0.004,,,,,,,,,,,,,,,,,,,,,0.008,,,,,0.018,,,,,0.005,-0.001,,,,122.05,122.281
3488,2019-06-25 05:15:00-05,0.0,,,,,0.0,,,,,,,,,,,0.0,,,,,,0.001,,,0.771,,,,0.973,,,,,,,,,0.0,0.004,,,,,,,,,,,,,,,,,,,,,0.025,,,,,0.015,,,,,0.005,-0.001,,,,121.99,122.034
3488,2019-06-25 05:00:00-05,0.0,,,,,0.0,,,,,,,,,,,0.0,,,,,,0.0,,,0.768,,,,1.198,,,,,,,,,0.0,0.004,,,,,,,,,,,,,,,,,,,,,0.084,,,,,0.0,,,,,0.005,-0.002,,,,121.863,122.65
5997,2019-06-25 05:45:00-05,,,,,,0.001,,,,,,,,,,,0.0,,,,0.0,,0.0,,,,,0.083,,0.597,,,,,,,,,0.103,,0.034,,,,,,,,0.034,,,,,,,,,,,,,,,,,-0.001,,,,0.217,,0.001,,,,122.558,123.169
5997,2019-06-25 05:30:00-05,,,,,,0.001,,,,,,,,,,,0.0,,,,0.0,,0.0,,,,,0.083,,0.554,,,,,,,,,0.11,,0.027,,,,,,,,0.002,,,,,,,,,,,,,,,,,0.074,,,,0.271,,0.001,,,,122.114,122.765
5997,2019-06-25 05:15:00-05,,,,,,0.001,,,,,,,,,,,0.0,,,,0.0,,0.001,,,,,0.085,,0.848,,,,,,,,,0.05,,0.018,,,,,,,,0.185,,,,,,,,,,,,,,,,,0.053,,,,0.212,,0.001,,,,122.274,122.378
5997,2019-06-25 05:00:00-05,,,,,,0.001,,,,,,,,,,,0.0,,,,0.0,,0.0,,,,,0.085,,0.455,,,,,,,,,0.003,,0.013,,,,,,,,0.002,,,,,,,,,,,,,,,,,0.007,,,,0.252,,0.0,,,,122.302,122.714
5997,2019-06-29 16:45:00-05,,,,,,0.001,,,,,,,,,,,0.001,,,,-0.001,,-0.002,,,,,0.083,,-3.867,,,,,,,,,0.019,,0.289,,,,,,,,0.001,,,,,,,,,,,,,,,,,4.703,,,,0.305,,0.0,,,,121.636,122.548
5997,2019-06-29 16:30:00-05,,,,,,0.001,,,,,,,,,,,0.001,,,,-0.001,,-0.002,,,,,0.082,,-4.205,,,,,,,,,0.062,,0.288,,,,,,,,0.001,,,,,,,,,,,,,,,,,5.195,,,,0.427,,0.0,,,,121.614,122.533
3488,2019-06-25 06:45:00-05,0.0,,,,,0.001,,,,,,,,,,,0.0,,,,,,0.002,,,0.237,,,,1.274,,,,,,,,,0.001,0.462,,,,,,,,,,,,,,,,,,,,,0.085,,,,,0.197,,,,,0.004,0.001,,,,122.947,122.078
3488,2019-06-25 06:30:00-05,0.0,,,,,0.001,,,,,,,,,,,0.0,,,,,,0.003,,,0.234,,,,1.636,,,,,,,,,0.002,0.832,,,,,,,,,,,,,,,,,,,,,0.035,,,,,0.114,,,,,0.003,0.001,,,,122.731,121.675
3488,2019-06-25 06:15:00-05,0.0,,,,,0.001,,,,,,,,,,,0.0,,,,,,0.001,,,0.237,,,,0.885,,,,,,,,,0.0,0.004,,,,,,,,,,,,,,,,,,,,,0.005,,,,,0.027,,,,,0.005,0.0,,,,122.766,122.594
3488,2019-06-25 06:00:00-05,0.0,,,,,0.001,,,,,,,,,,,0.0,,,,,,0.002,,,0.505,,,,1.705,,,,,,,,,0.001,0.44,,,,,,,,,,,,,,,,,,,,,0.074,,,,,-0.002,,,,,0.004,0.0,,,,122.427,122.13
5997,2019-06-25 06:45:00-05,,,,,,0.004,,,,,,,,,,,0.0,,,,0.0,,0.0,,,,,0.082,,0.368,,,,,,,,,0.12,,0.012,,,,,,,,0.002,,,,,,,,,,,,,,,,,0.413,,,,0.506,,0.0,,,,122.237,122.739
5997,2019-06-25 06:30:00-05,,,,,,0.04,,,,,,,,,,,0.0,,,,0.0,,0.0,,,,,0.082,,0.61,,,,,,,,,0.259,,0.028,,,,,,,,0.002,,,,,,,,,,,,,,,,,0.23,,,,0.266,,0.001,,,,121.985,122.583
5997,2019-06-25 06:15:00-05,,,,,,0.01,,,,,,,,,,,0.0,,,,0.0,,0.0,,,,,0.082,,0.731,,,,,,,,,0.282,,0.025,,,,,,,,0.002,,,,,,,,,,,,,,,,,0.047,,,,0.302,,0.0,,,,122.136,122.902
5997,2019-06-25 06:00:00-05,,,,,,0.001,,,,,,,,,,,0.0,,,,0.0,,0.0,,,,,0.083,,0.619,,,,,,,,,0.117,,0.036,,,,,,,,0.023,,,,,,,,,,,,,,,,,-0.006,,,,0.298,,0.0,,,,122.157,122.804
5997,2019-06-29 16:15:00-05,,,,,,0.001,,,,,,,,,,,0.001,,,,-0.001,,-0.002,,,,,0.082,,-4.296,,,,,,,,,0.104,,0.288,,,,,,,,0.001,,,,,,,,,,,,,,,,,5.313,,,,0.474,,-0.001,,,,121.462,122.489
5997,2019-06-29 16:00:00-05,,,,,,0.002,,,,,,,,,,,0.001,,,,-0.001,,-0.002,,,,,0.083,,-5.072,,,,,,,,,0.003,,0.28,,,,,,,,0.001,,,,,,,,,,,,,,,,,5.576,,,,0.076,,-0.001,,,,122.294,123.071
3488,2019-06-25 07:45:00-05,0.0,,,,,0.0,,,,,,,,,,,0.0,,,,,,0.0,,,0.237,,,,0.39,,,,,,,,,0.0,0.005,,,,,,,,,,,,,,,,,,,,,0.093,,,,,0.723,,,,,0.005,0.0,,,,122.671,122.344
3488,2019-06-25 07:30:00-05,0.0,,,,,0.0,,,,,,,,,,,0.0,,,,,,0.0,,,0.233,,,,0.386,,,,,,,,,0.0,0.005,,,,,,,,,,,,,,,,,,,,,0.099,,,,,0.625,,,,,0.005,0.0,,,,122.061,121.767
3488,2019-06-25 07:15:00-05,0.0,,,,,0.001,,,,,,,,,,,0.0,,,,,,0.001,,,0.235,,,,0.585,,,,,,,,,0.001,0.09,,,,,,,,,,,,,,,,,,,,,0.035,,,,,0.489,,,,,0.004,0.0,,,,122.504,121.753
3488,2019-06-25 07:00:00-05,0.0,,,,,0.001,,,,,,,,,,,0.0,,,,,,0.002,,,0.236,,,,1.05,,,,,,,,,0.001,0.367,,,,,,,,,,,,,,,,,,,,,0.065,,,,,0.282,,,,,0.004,0.001,,,,122.813,121.643
5997,2019-06-25 07:45:00-05,,,,,,0.001,,,,,,,,,,,0.0,,,,0.0,,0.0,,,,,0.064,,-2.107,,,,,,,,,0.012,,0.011,,,,,,,,0.002,,,,,,,,,,,,,,,,,2.473,,,,0.223,,0.0,,,,123.34,123.657
5997,2019-06-25 07:30:00-05,,,,,,0.001,,,,,,,,,,,0.0,,,,0.0,,0.0,,,,,0.081,,-1.522,,,,,,,,,0.062,,0.011,,,,,,,,0.002,,,,,,,,,,,,,,,,,2.039,,,,0.3,,0.0,,,,122.644,123.032
5997,2019-06-25 07:15:00-05,,,,,,0.001,,,,,,,,,,,0.0,,,,0.0,,0.0,,,,,0.081,,-0.697,,,,,,,,,0.113,,0.012,,,,,,,,0.002,,,,,,,,,,,,,,,,,1.326,,,,0.291,,0.001,,,,122.335,122.894
5997,2019-06-25 07:00:00-05,,,,,,0.001,,,,,,,,,,,0.0,,,,0.0,,0.0,,,,,0.081,,-0.032,,,,,,,,,0.121,,0.012,,,,,,,,0.002,,,,,,,,,,,,,,,,,0.56,,,,0.205,,0.001,,,,122.323,122.664
3488,2019-06-25 08:45:00-05,0.977,,,,,0.0,,,,,,,,,,,0.0,,,,,,0.0,,,0.581,,,,0.764,,,,,,,,,0.0,0.02,,,,,,,,,,,,,,,,,,,,,0.09,,,,,1.158,,,,,0.005,-0.001,,,,121.658,121.749
3488,2019-06-25 08:30:00-05,1.756,,,,,0.0,,,,,,,,,,,0.0,,,,,,0.001,,,0.764,,,,1.704,,,,,,,,,0.0,0.005,,,,,,,,,,,,,,,,,,,,,0.092,,,,,1.404,,,,,0.004,-0.002,,,,120.712,121.354
3488,2019-06-25 08:15:00-05,1.352,,,,,0.0,,,,,,,,,,,0.0,,,,,,0.001,,,0.65,,,,1.696,,,,,,,,,0.0,0.036,,,,,,,,,,,,,,,,,,,,,0.095,,,,,1.06,,,,,0.004,-0.001,,,,120.626,120.781
3488,2019-06-25 08:00:00-05,0.0,,,,,0.001,,,,,,,,,,,0.0,,,,,,0.001,,,0.235,,,,0.298,,,,,,,,,0.001,0.113,,,,,,,,,,,,,,,,,,,,,0.091,,,,,0.945,,,,,0.004,0.0,,,,122.398,121.587
5997,2019-06-25 08:45:00-05,,,,,,0.001,,,,,,,,,,,0.001,,,,-0.001,,0.0,,,,,0.002,,-3.769,,,,,,,,,0.073,,0.011,,,,,,,,0.001,,,,,,,,,,,,,,,,,4.263,,,,0.275,,0.0,,,,122.751,123.492
5997,2019-06-25 08:30:00-05,,,,,,0.001,,,,,,,,,,,0.001,,,,-0.001,,0.0,,,,,0.002,,-4.94,,,,,,,,,0.055,,0.01,,,,,,,,0.001,,,,,,,,,,,,,,,,,5.31,,,,0.22,,-0.001,,,,122.722,123.358
5997,2019-06-25 08:15:00-05,,,,,,0.001,,,,,,,,,,,0.0,,,,-0.001,,0.0,,,,,0.002,,-3.327,,,,,,,,,0.026,,0.011,,,,,,,,0.001,,,,,,,,,,,,,,,,,3.709,,,,0.291,,-0.001,,,,122.469,122.926
5997,2019-06-25 08:00:00-05,,,,,,0.001,,,,,,,,,,,0.0,,,,-0.001,,0.0,,,,,0.002,,-2.931,,,,,,,,,0.107,,0.011,,,,,,,,0.001,,,,,,,,,,,,,,,,,3.461,,,,0.358,,-0.001,,,,123.131,123.614
3488,2019-06-25 09:45:00-05,0.0,,,,,0.0,,,,,,,,,,,0.0,,,,,,-0.001,,,0.235,,,,-1.413,,,,,,,,,0.0,0.02,,,,,,,,,,,,,,,,,,,,,0.053,,,,,1.874,,,,,0.005,0.0,,,,122.036,121.737
3488,2019-06-25 09:30:00-05,0.0,,,,,0.0,,,,,,,,,,,0.0,,,,,,-0.001,,,0.237,,,,-1.373,,,,,,,,,0.0,0.005,,,,,,,,,,,,,,,,,,,,,0.104,,,,,1.962,,,,,0.005,0.0,,,,122.213,122.108
3488,2019-06-25 09:15:00-05,0.0,,,,,0.0,,,,,,,,,,,0.0,,,,,,-0.001,,,0.238,,,,-1.086,,,,,,,,,0.0,0.02,,,,,,,,,,,,,,,,,,,,,0.1,,,,,1.584,,,,,0.005,0.0,,,,122.464,122.313
3488,2019-06-25 09:00:00-05,0.0,,,,,0.0,,,,,,,,,,,0.0,,,,,,0.0,,,0.236,,,,-0.532,,,,,,,,,0.0,0.005,,,,,,,,,,,,,,,,,,,,,0.094,,,,,1.108,,,,,0.005,0.0,,,,122.209,122.022
5997,2019-06-25 09:45:00-05,,,,,,0.002,,,,,,,,,,,0.001,,,,-0.001,,-0.001,,,,,0.002,,-5.622,,,,,,,,,0.052,,0.01,,,,,,,,0.001,,,,,,,,,,,,,,,,,6.019,,,,0.286,,-0.001,,,,122.776,123.39
5997,2019-06-25 09:30:00-05,,,,,,0.001,,,,,,,,,,,0.001,,,,-0.001,,-0.001,,,,,0.002,,-5.846,,,,,,,,,0.113,,0.01,,,,,,,,0.001,,,,,,,,,,,,,,,,,6.293,,,,0.278,,-0.002,,,,123.43,124.075
5997,2019-06-25 09:15:00-05,,,,,,0.001,,,,,,,,,,,0.0,,,,-0.001,,0.0,,,,,0.002,,-3.101,,,,,,,,,0.007,,0.011,,,,,,,,0.001,,,,,,,,,,,,,,,,,3.475,,,,0.301,,-0.001,,,,123.51,124.01
5997,2019-06-25 09:00:00-05,,,,,,0.001,,,,,,,,,,,0.0,,,,-0.001,,0.0,,,,,0.003,,-2.903,,,,,,,,,0.002,,0.011,,,,,,,,0.002,,,,,,,,,,,,,,,,,3.277,,,,0.283,,0.0,,,,122.928,123.499
3488,2019-06-29 16:45:00-05,0.0,,,,,0.0,,,,,,,,,,,0.0,,,,,,0.0,,,0.231,,,,0.476,,,,,,,,,0.0,0.004,,,,,,,,,,,,,,,,,,,,,0.091,,,,,0.579,,,,,0.005,0.481,,,,121.552,121.288
3488,2019-06-29 16:30:00-05,0.431,,,,,0.0,,,,,,,,,,,0.0,,,,,,0.001,,,0.399,,,,0.865,,,,,,,,,0.0,0.004,,,,,,,,,,,,,,,,,,,,,0.077,,,,,0.753,,,,,0.005,0.459,,,,120.684,120.963
3488,2019-06-29 16:15:00-05,1.628,,,,,0.0,,,,,,,,,,,0.0,,,,,,0.001,,,0.665,,,,2.035,,,,,,,,,0.001,0.004,,,,,,,,,,,,,,,,,,,,,0.005,,,,,0.951,,,,,0.004,0.436,,,,120.909,120.806
3488,2019-06-29 16:00:00-05,0.216,,,,,0.0,,,,,,,,,,,0.0,,,,,,0.0,,,0.343,,,,0.414,,,,,,,,,0.0,0.004,,,,,,,,,,,,,,,,,,,,,0.071,,,,,0.89,,,,,0.005,0.413,,,,121.089,120.995
3488,2019-06-25 10:45:00-05,0.0,,,,,0.0,,,,,,,,,,,0.0,,,,,,-0.001,,,0.232,,,,-1.67,,,,,,,,,0.0,0.005,,,,,,,,,,,,,,,,,,,,,0.081,,,,,2.173,,,,,0.005,0.0,,,,121.36,121.776
3488,2019-06-25 10:30:00-05,0.0,,,,,0.0,,,,,,,,,,,0.0,,,,,,-0.001,,,0.233,,,,-1.287,,,,,,,,,0.0,0.021,,,,,,,,,,,,,,,,,,,,,0.253,,,,,2.008,,,,,0.005,-0.001,,,,121.463,121.877
3488,2019-06-25 10:15:00-05,0.0,,,,,0.0,,,,,,,,,,,0.0,,,,,,-0.001,,,0.235,,,,-1.187,,,,,,,,,0.0,0.005,,,,,,,,,,,,,,,,,,,,,0.172,,,,,1.765,,,,,0.005,-0.001,,,,121.921,121.877
3488,2019-06-25 10:00:00-05,0.0,,,,,0.0,,,,,,,,,,,0.0,,,,,,-0.001,,,0.236,,,,-1.158,,,,,,,,,0.0,0.005,,,,,,,,,,,,,,,,,,,,,0.085,,,,,1.711,,,,,0.005,0.0,,,,122.13,121.958
5997,2019-06-25 10:45:00-05,,,,,,0.001,,,,,,,,,,,0.0,,,,0.0,,0.0,,,,,0.003,,-2.726,,,,,,,,,0.025,,0.011,,,,,,,,0.001,,,,,,,,,,,,,,,,,3.082,,,,0.265,,0.0,,,,122.384,122.769
5997,2019-06-25 10:30:00-05,,,,,,0.001,,,,,,,,,,,0.001,,,,-0.001,,0.0,,,,,0.002,,-4.082,,,,,,,,,0.109,,0.011,,,,,,,,0.001,,,,,,,,,,,,,,,,,4.518,,,,0.228,,-0.001,,,,122.668,123.127
5997,2019-06-25 10:15:00-05,,,,,,0.002,,,,,,,,,,,0.001,,,,-0.001,,0.0,,,,,0.002,,-4.675,,,,,,,,,0.03,,0.01,,,,,,,,0.001,,,,,,,,,,,,,,,,,5.076,,,,0.225,,-0.001,,,,122.997,123.588
5997,2019-06-25 10:00:00-05,,,,,,0.002,,,,,,,,,,,0.001,,,,-0.001,,0.0,,,,,0.002,,-5.269,,,,,,,,,0.002,,0.01,,,,,,,,0.001,,,,,,,,,,,,,,,,,5.575,,,,0.223,,-0.001,,,,123.041,123.608
3488,2019-06-25 11:45:00-05,0.66,,,,,0.0,,,,,,,,,,,0.0,,,,,,-0.001,,,0.764,,,,-0.122,,,,,,,,,0.001,0.005,,,,,,,,,,,,,,,,,,,,,0.105,,,,,2.13,,,,,0.143,-0.002,,,,121.209,121.873
3488,2019-06-25 11:30:00-05,1.546,,,,,0.0,,,,,,,,,,,0.0,,,,,,0.0,,,0.744,,,,0.909,,,,,,,,,0.0,0.005,,,,,,,,,,,,,,,,,,,,,0.106,,,,,1.7,,,,,0.004,-0.002,,,,121.069,121.574
3488,2019-06-25 11:15:00-05,1.936,,,,,0.0,,,,,,,,,,,0.0,,,,,,0.0,,,0.776,,,,0.712,,,,,,,,,0.0,0.02,,,,,,,,,,,,,,,,,,,,,0.113,,,,,2.336,,,,,0.004,-0.002,,,,120.999,121.635
